filename,state,ndvi,ndbi,ndwi,path
tile_1013.tif,Delhi,0.24610114,-0.14108267,-0.25017542,E:\Delhi_tiles_8band_overlap_50\tile_1013.tif
tile_1014.tif,Delhi,0.28018412,-0.1783043,-0.2764795,E:\Delhi_tiles_8band_overlap_50\tile_1014.tif
tile_1015.tif,Delhi,0.32113516,-0.2091057,-0.31112534,E:\Delhi_tiles_8band_overlap_50\tile_1015.tif
tile_1016.tif,Delhi,0.3460446,-0.23124555,-0.33114886,E:\Delhi_tiles_8band_overlap_50\tile_1016.tif
tile_1017.tif,Delhi,0.33563188,-0.22920693,-0.31968415,E:\Delhi_tiles_8band_overlap_50\tile_1017.tif
tile_1018.tif,Delhi,0.31836218,-0.22068352,-0.30323994,E:\Delhi_tiles_8band_overlap_50\tile_1018.tif
tile_1019.tif,Delhi,0.27558458,-0.18167162,-0.2717433,E:\Delhi_tiles_8band_overlap_50\tile_1019.tif
tile_102.tif,Delhi,0.2487284,-0.13453472,-0.26549095,E:\Delhi_tiles_8band_overlap_50\tile_102.tif
tile_1020.tif,Delhi,0.253623,-0.1662449,-0.25494093,E:\Delhi_tiles_8band_overlap_50\tile_1020.tif
tile_1021.tif,Delhi,0.25373292,-0.1753007,-0.2535054,E:\Delhi_tiles_8band_overlap_50\tile_1021.tif
tile_1022.tif,Delhi,0.27026504,-0.18767212,-0.266982,E:\Delhi_tiles_8band_overlap_50\tile_1022.tif
tile_1023.tif,Delhi,0.28978196,-0.1975138,-0.28556,E:\Delhi_tiles_8band_overlap_50\tile_1023.tif
tile_1024.tif,Delhi,0.25283194,-0.17169422,-0.25379395,E:\Delhi_tiles_8band_overlap_50\tile_1024.tif
tile_1025.tif,Delhi,0.23247689,-0.15768972,-0.23555626,E:\Delhi_tiles_8band_overlap_50\tile_1025.tif
tile_1026.tif,Delhi,0.2222009,-0.14462464,-0.23171182,E:\Delhi_tiles_8band_overlap_50\tile_1026.tif
tile_1027.tif,Delhi,0.19928245,-0.12635325,-0.21255128,E:\Delhi_tiles_8band_overlap_50\tile_1027.tif
tile_1028.tif,Delhi,0.19123504,-0.12312194,-0.20339274,E:\Delhi_tiles_8band_overlap_50\tile_1028.tif
tile_1029.tif,Delhi,0.1772536,-0.108872645,-0.19102809,E:\Delhi_tiles_8band_overlap_50\tile_1029.tif
tile_103.tif,Delhi,0.23133795,-0.110275865,-0.24948227,E:\Delhi_tiles_8band_overlap_50\tile_103.tif
tile_1030.tif,Delhi,0.16209355,-0.084976465,-0.17958775,E:\Delhi_tiles_8band_overlap_50\tile_1030.tif
tile_1031.tif,Delhi,0.163526,-0.087703764,-0.1806682,E:\Delhi_tiles_8band_overlap_50\tile_1031.tif
tile_1032.tif,Delhi,0.241845,-0.135835,-0.2638084,E:\Delhi_tiles_8band_overlap_50\tile_1032.tif
tile_1033.tif,Delhi,0.23151407,-0.1484848,-0.2575418,E:\Delhi_tiles_8band_overlap_50\tile_1033.tif
tile_1034.tif,Delhi,0.23290645,-0.15865749,-0.26195917,E:\Delhi_tiles_8band_overlap_50\tile_1034.tif
tile_1035.tif,Delhi,0.2446081,-0.16251183,-0.2688488,E:\Delhi_tiles_8band_overlap_50\tile_1035.tif
tile_1036.tif,Delhi,0.24971807,-0.16986471,-0.27129513,E:\Delhi_tiles_8band_overlap_50\tile_1036.tif
tile_1037.tif,Delhi,0.24090634,-0.16033798,-0.26291776,E:\Delhi_tiles_8band_overlap_50\tile_1037.tif
tile_1038.tif,Delhi,0.24369878,-0.16693102,-0.26071316,E:\Delhi_tiles_8band_overlap_50\tile_1038.tif
tile_1039.tif,Delhi,0.2493295,-0.17253917,-0.26569152,E:\Delhi_tiles_8band_overlap_50\tile_1039.tif
tile_104.tif,Delhi,0.2150128,-0.08911273,-0.23309486,E:\Delhi_tiles_8band_overlap_50\tile_104.tif
tile_1040.tif,Delhi,0.2571492,-0.17359897,-0.27111316,E:\Delhi_tiles_8band_overlap_50\tile_1040.tif
tile_1041.tif,Delhi,0.25869977,-0.16671008,-0.27310488,E:\Delhi_tiles_8band_overlap_50\tile_1041.tif
tile_1042.tif,Delhi,0.22285885,-0.11834127,-0.24591872,E:\Delhi_tiles_8band_overlap_50\tile_1042.tif
tile_1043.tif,Delhi,0.18908192,-0.08695112,-0.21589693,E:\Delhi_tiles_8band_overlap_50\tile_1043.tif
tile_1044.tif,Delhi,0.17182603,-0.075981066,-0.19894162,E:\Delhi_tiles_8band_overlap_50\tile_1044.tif
tile_1045.tif,Delhi,0.17153174,-0.08566483,-0.19507103,E:\Delhi_tiles_8band_overlap_50\tile_1045.tif
tile_1046.tif,Delhi,0.21694814,-0.13695538,-0.22704177,E:\Delhi_tiles_8band_overlap_50\tile_1046.tif
tile_1047.tif,Delhi,0.24164948,-0.16039938,-0.24633102,E:\Delhi_tiles_8band_overlap_50\tile_1047.tif
tile_1048.tif,Delhi,0.21432641,-0.13565196,-0.22479045,E:\Delhi_tiles_8band_overlap_50\tile_1048.tif
tile_1049.tif,Delhi,0.2158349,-0.13770792,-0.2248419,E:\Delhi_tiles_8band_overlap_50\tile_1049.tif
tile_105.tif,Delhi,0.18034774,-0.062967926,-0.2034973,E:\Delhi_tiles_8band_overlap_50\tile_105.tif
tile_1050.tif,Delhi,0.20437291,-0.12832628,-0.21362978,E:\Delhi_tiles_8band_overlap_50\tile_1050.tif
tile_1051.tif,Delhi,0.14399646,-0.08229475,-0.16160001,E:\Delhi_tiles_8band_overlap_50\tile_1051.tif
tile_1052.tif,Delhi,0.10903708,-0.05847119,-0.1326963,E:\Delhi_tiles_8band_overlap_50\tile_1052.tif
tile_1053.tif,Delhi,0.1447987,-0.08243611,-0.16541019,E:\Delhi_tiles_8band_overlap_50\tile_1053.tif
tile_1054.tif,Delhi,0.22661556,-0.13134907,-0.23959358,E:\Delhi_tiles_8band_overlap_50\tile_1054.tif
tile_1055.tif,Delhi,0.25724775,-0.14802316,-0.26607817,E:\Delhi_tiles_8band_overlap_50\tile_1055.tif
tile_1056.tif,Delhi,0.25585055,-0.15531781,-0.25962377,E:\Delhi_tiles_8band_overlap_50\tile_1056.tif
tile_1057.tif,Delhi,0.27287632,-0.17470488,-0.2713079,E:\Delhi_tiles_8band_overlap_50\tile_1057.tif
tile_1058.tif,Delhi,0.28512323,-0.18138954,-0.2814458,E:\Delhi_tiles_8band_overlap_50\tile_1058.tif
tile_1059.tif,Delhi,0.29239607,-0.18954366,-0.28657573,E:\Delhi_tiles_8band_overlap_50\tile_1059.tif
tile_106.tif,Delhi,0.14206319,-0.044925787,-0.17152506,E:\Delhi_tiles_8band_overlap_50\tile_106.tif
tile_1060.tif,Delhi,0.2828979,-0.18897654,-0.27707317,E:\Delhi_tiles_8band_overlap_50\tile_1060.tif
tile_1061.tif,Delhi,0.2726711,-0.18433543,-0.26734602,E:\Delhi_tiles_8band_overlap_50\tile_1061.tif
tile_1062.tif,Delhi,0.27758497,-0.18079638,-0.27329236,E:\Delhi_tiles_8band_overlap_50\tile_1062.tif
tile_1063.tif,Delhi,0.27521062,-0.1793086,-0.27165562,E:\Delhi_tiles_8band_overlap_50\tile_1063.tif
tile_1064.tif,Delhi,0.2537176,-0.1699712,-0.25258777,E:\Delhi_tiles_8band_overlap_50\tile_1064.tif
tile_1065.tif,Delhi,0.25284737,-0.16959621,-0.2525893,E:\Delhi_tiles_8band_overlap_50\tile_1065.tif
tile_1066.tif,Delhi,0.2589938,-0.17467952,-0.25821874,E:\Delhi_tiles_8band_overlap_50\tile_1066.tif
tile_1067.tif,Delhi,0.22312297,-0.14139852,-0.23027259,E:\Delhi_tiles_8band_overlap_50\tile_1067.tif
tile_1068.tif,Delhi,0.21087313,-0.13676889,-0.21846834,E:\Delhi_tiles_8band_overlap_50\tile_1068.tif
tile_1069.tif,Delhi,0.213639,-0.14856249,-0.21727291,E:\Delhi_tiles_8band_overlap_50\tile_1069.tif
tile_107.tif,Delhi,0.15699813,-0.06505799,-0.18379882,E:\Delhi_tiles_8band_overlap_50\tile_107.tif
tile_1070.tif,Delhi,0.21376768,-0.14121519,-0.22151949,E:\Delhi_tiles_8band_overlap_50\tile_1070.tif
tile_1071.tif,Delhi,0.20181519,-0.12937105,-0.21298155,E:\Delhi_tiles_8band_overlap_50\tile_1071.tif
tile_1072.tif,Delhi,0.14824215,-0.07858098,-0.16605473,E:\Delhi_tiles_8band_overlap_50\tile_1072.tif
tile_1073.tif,Delhi,0.12652296,-0.042211026,-0.15056351,E:\Delhi_tiles_8band_overlap_50\tile_1073.tif
tile_1074.tif,Delhi,0.14771178,-0.0646108,-0.1697292,E:\Delhi_tiles_8band_overlap_50\tile_1074.tif
tile_1075.tif,Delhi,0.26227677,-0.16797553,-0.28089333,E:\Delhi_tiles_8band_overlap_50\tile_1075.tif
tile_1076.tif,Delhi,0.23664333,-0.15953767,-0.25681964,E:\Delhi_tiles_8band_overlap_50\tile_1076.tif
tile_1077.tif,Delhi,0.22508454,-0.14454299,-0.25211138,E:\Delhi_tiles_8band_overlap_50\tile_1077.tif
tile_1078.tif,Delhi,0.23380311,-0.15131488,-0.25712496,E:\Delhi_tiles_8band_overlap_50\tile_1078.tif
tile_1079.tif,Delhi,0.23300019,-0.14069444,-0.25538945,E:\Delhi_tiles_8band_overlap_50\tile_1079.tif
tile_108.tif,Delhi,0.1949011,-0.09785481,-0.2169073,E:\Delhi_tiles_8band_overlap_50\tile_108.tif
tile_1080.tif,Delhi,0.23211825,-0.12715416,-0.25691217,E:\Delhi_tiles_8band_overlap_50\tile_1080.tif
tile_1081.tif,Delhi,0.241032,-0.14010848,-0.2625589,E:\Delhi_tiles_8band_overlap_50\tile_1081.tif
tile_1082.tif,Delhi,0.25560096,-0.15924849,-0.27552268,E:\Delhi_tiles_8band_overlap_50\tile_1082.tif
tile_1083.tif,Delhi,0.27661794,-0.1847454,-0.28889593,E:\Delhi_tiles_8band_overlap_50\tile_1083.tif
tile_1084.tif,Delhi,0.2742756,-0.17887951,-0.28650004,E:\Delhi_tiles_8band_overlap_50\tile_1084.tif
tile_1085.tif,Delhi,0.25271583,-0.14679301,-0.27354497,E:\Delhi_tiles_8band_overlap_50\tile_1085.tif
tile_1086.tif,Delhi,0.25154334,-0.14113954,-0.2723812,E:\Delhi_tiles_8band_overlap_50\tile_1086.tif
tile_1087.tif,Delhi,0.2466278,-0.13776979,-0.2657373,E:\Delhi_tiles_8band_overlap_50\tile_1087.tif
tile_1088.tif,Delhi,0.21483022,-0.10671161,-0.23847273,E:\Delhi_tiles_8band_overlap_50\tile_1088.tif
tile_1089.tif,Delhi,0.19936725,-0.10208818,-0.22172917,E:\Delhi_tiles_8band_overlap_50\tile_1089.tif
tile_109.tif,Delhi,0.20780256,-0.10978596,-0.2277004,E:\Delhi_tiles_8band_overlap_50\tile_109.tif
tile_1090.tif,Delhi,0.19784036,-0.11882361,-0.2133733,E:\Delhi_tiles_8band_overlap_50\tile_1090.tif
tile_1091.tif,Delhi,0.21234478,-0.13294168,-0.22343853,E:\Delhi_tiles_8band_overlap_50\tile_1091.tif
tile_1092.tif,Delhi,0.22642636,-0.13828166,-0.23730281,E:\Delhi_tiles_8band_overlap_50\tile_1092.tif
tile_1093.tif,Delhi,0.21009062,-0.12354416,-0.22367021,E:\Delhi_tiles_8band_overlap_50\tile_1093.tif
tile_1094.tif,Delhi,0.16637799,-0.093599156,-0.18400666,E:\Delhi_tiles_8band_overlap_50\tile_1094.tif
tile_1095.tif,Delhi,0.14369994,-0.077262625,-0.16515061,E:\Delhi_tiles_8band_overlap_50\tile_1095.tif
tile_1096.tif,Delhi,0.19093305,-0.10051272,-0.20922592,E:\Delhi_tiles_8band_overlap_50\tile_1096.tif
tile_1097.tif,Delhi,0.22921383,-0.113237016,-0.24570364,E:\Delhi_tiles_8band_overlap_50\tile_1097.tif
tile_1098.tif,Delhi,0.24292287,-0.12494642,-0.25612813,E:\Delhi_tiles_8band_overlap_50\tile_1098.tif
tile_1099.tif,Delhi,0.2452718,-0.1363792,-0.25695357,E:\Delhi_tiles_8band_overlap_50\tile_1099.tif
tile_11.tif,Delhi,0.24582633,-0.14098053,-0.26759386,E:\Delhi_tiles_8band_overlap_50\tile_11.tif
tile_110.tif,Delhi,0.21946377,-0.1226716,-0.23779921,E:\Delhi_tiles_8band_overlap_50\tile_110.tif
tile_1100.tif,Delhi,0.24546823,-0.14675288,-0.25372157,E:\Delhi_tiles_8band_overlap_50\tile_1100.tif
tile_1101.tif,Delhi,0.26232588,-0.16645211,-0.2632224,E:\Delhi_tiles_8band_overlap_50\tile_1101.tif
tile_1102.tif,Delhi,0.26350728,-0.17144653,-0.26191747,E:\Delhi_tiles_8band_overlap_50\tile_1102.tif
tile_1103.tif,Delhi,0.25589228,-0.16838011,-0.2541445,E:\Delhi_tiles_8band_overlap_50\tile_1103.tif
tile_1104.tif,Delhi,0.24803536,-0.15985581,-0.2496523,E:\Delhi_tiles_8band_overlap_50\tile_1104.tif
tile_1105.tif,Delhi,0.2490147,-0.15277267,-0.25373673,E:\Delhi_tiles_8band_overlap_50\tile_1105.tif
tile_1106.tif,Delhi,0.24041688,-0.14702949,-0.24620083,E:\Delhi_tiles_8band_overlap_50\tile_1106.tif
tile_1107.tif,Delhi,0.19855025,-0.12194438,-0.20895283,E:\Delhi_tiles_8band_overlap_50\tile_1107.tif
tile_1108.tif,Delhi,0.17505404,-0.106302306,-0.19004962,E:\Delhi_tiles_8band_overlap_50\tile_1108.tif
tile_1109.tif,Delhi,0.19071354,-0.12064344,-0.20312715,E:\Delhi_tiles_8band_overlap_50\tile_1109.tif
tile_111.tif,Delhi,0.23568204,-0.13823456,-0.25616133,E:\Delhi_tiles_8band_overlap_50\tile_111.tif
tile_1110.tif,Delhi,0.19072135,-0.11823085,-0.20380723,E:\Delhi_tiles_8band_overlap_50\tile_1110.tif
tile_1111.tif,Delhi,0.2029815,-0.1328919,-0.21460691,E:\Delhi_tiles_8band_overlap_50\tile_1111.tif
tile_1112.tif,Delhi,0.2188167,-0.15542026,-0.2257362,E:\Delhi_tiles_8band_overlap_50\tile_1112.tif
tile_1113.tif,Delhi,0.21245465,-0.15036613,-0.21864107,E:\Delhi_tiles_8band_overlap_50\tile_1113.tif
tile_1114.tif,Delhi,0.2184465,-0.15223616,-0.22333133,E:\Delhi_tiles_8band_overlap_50\tile_1114.tif
tile_1115.tif,Delhi,0.17278013,-0.10008404,-0.18613334,E:\Delhi_tiles_8band_overlap_50\tile_1115.tif
tile_1116.tif,Delhi,0.12288487,-0.047052886,-0.14671251,E:\Delhi_tiles_8band_overlap_50\tile_1116.tif
tile_1117.tif,Delhi,0.13951135,-0.06628546,-0.16274193,E:\Delhi_tiles_8band_overlap_50\tile_1117.tif
tile_1118.tif,Delhi,0.25704235,-0.1816831,-0.2765997,E:\Delhi_tiles_8band_overlap_50\tile_1118.tif
tile_1119.tif,Delhi,0.25127634,-0.16786896,-0.2685539,E:\Delhi_tiles_8band_overlap_50\tile_1119.tif
tile_112.tif,Delhi,0.2380815,-0.13675816,-0.26181316,E:\Delhi_tiles_8band_overlap_50\tile_112.tif
tile_1120.tif,Delhi,0.23883945,-0.14883478,-0.25926647,E:\Delhi_tiles_8band_overlap_50\tile_1120.tif
tile_1121.tif,Delhi,0.23259693,-0.1536926,-0.2523502,E:\Delhi_tiles_8band_overlap_50\tile_1121.tif
tile_1122.tif,Delhi,0.2373803,-0.1580151,-0.25501445,E:\Delhi_tiles_8band_overlap_50\tile_1122.tif
tile_1123.tif,Delhi,0.24377242,-0.15972239,-0.26013547,E:\Delhi_tiles_8band_overlap_50\tile_1123.tif
tile_1124.tif,Delhi,0.25968447,-0.1742478,-0.2745063,E:\Delhi_tiles_8band_overlap_50\tile_1124.tif
tile_1125.tif,Delhi,0.27616066,-0.17979538,-0.29226303,E:\Delhi_tiles_8band_overlap_50\tile_1125.tif
tile_1126.tif,Delhi,0.2693564,-0.16101277,-0.28689235,E:\Delhi_tiles_8band_overlap_50\tile_1126.tif
tile_1127.tif,Delhi,0.25024033,-0.1383762,-0.27128875,E:\Delhi_tiles_8band_overlap_50\tile_1127.tif
tile_1128.tif,Delhi,0.2533875,-0.14128044,-0.2744716,E:\Delhi_tiles_8band_overlap_50\tile_1128.tif
tile_1129.tif,Delhi,0.2793411,-0.17375872,-0.29260603,E:\Delhi_tiles_8band_overlap_50\tile_1129.tif
tile_113.tif,Delhi,0.23007706,-0.12915388,-0.25322104,E:\Delhi_tiles_8band_overlap_50\tile_113.tif
tile_1130.tif,Delhi,0.27936697,-0.1741745,-0.29126102,E:\Delhi_tiles_8band_overlap_50\tile_1130.tif
tile_1131.tif,Delhi,0.23441526,-0.11901544,-0.25603306,E:\Delhi_tiles_8band_overlap_50\tile_1131.tif
tile_1132.tif,Delhi,0.19155079,-0.08092316,-0.2207726,E:\Delhi_tiles_8band_overlap_50\tile_1132.tif
tile_1133.tif,Delhi,0.19764066,-0.108126126,-0.21794027,E:\Delhi_tiles_8band_overlap_50\tile_1133.tif
tile_1134.tif,Delhi,0.2232406,-0.13729107,-0.23384733,E:\Delhi_tiles_8band_overlap_50\tile_1134.tif
tile_1135.tif,Delhi,0.21381757,-0.123643145,-0.22788808,E:\Delhi_tiles_8band_overlap_50\tile_1135.tif
tile_1136.tif,Delhi,0.20174354,-0.112533584,-0.21837994,E:\Delhi_tiles_8band_overlap_50\tile_1136.tif
tile_1137.tif,Delhi,0.19281039,-0.10427734,-0.21127275,E:\Delhi_tiles_8band_overlap_50\tile_1137.tif
tile_1138.tif,Delhi,0.16908297,-0.07556404,-0.19503863,E:\Delhi_tiles_8band_overlap_50\tile_1138.tif
tile_1139.tif,Delhi,0.17107978,-0.059437342,-0.20075417,E:\Delhi_tiles_8band_overlap_50\tile_1139.tif
tile_114.tif,Delhi,0.22689337,-0.12787825,-0.24429244,E:\Delhi_tiles_8band_overlap_50\tile_114.tif
tile_1140.tif,Delhi,0.16702186,-0.045713007,-0.1977045,E:\Delhi_tiles_8band_overlap_50\tile_1140.tif
tile_1141.tif,Delhi,0.17760721,-0.06344074,-0.20385014,E:\Delhi_tiles_8band_overlap_50\tile_1141.tif
tile_1142.tif,Delhi,0.21699342,-0.11028546,-0.23670225,E:\Delhi_tiles_8band_overlap_50\tile_1142.tif
tile_1143.tif,Delhi,0.24788024,-0.14301535,-0.26027733,E:\Delhi_tiles_8band_overlap_50\tile_1143.tif
tile_1144.tif,Delhi,0.26226223,-0.16643119,-0.26481584,E:\Delhi_tiles_8band_overlap_50\tile_1144.tif
tile_1145.tif,Delhi,0.24963328,-0.16510469,-0.24872562,E:\Delhi_tiles_8band_overlap_50\tile_1145.tif
tile_1146.tif,Delhi,0.24070825,-0.15626921,-0.24062784,E:\Delhi_tiles_8band_overlap_50\tile_1146.tif
tile_1147.tif,Delhi,0.21403809,-0.13497852,-0.22063692,E:\Delhi_tiles_8band_overlap_50\tile_1147.tif
tile_1148.tif,Delhi,0.18863958,-0.11451553,-0.20141427,E:\Delhi_tiles_8band_overlap_50\tile_1148.tif
tile_1149.tif,Delhi,0.18969744,-0.1164586,-0.20175907,E:\Delhi_tiles_8band_overlap_50\tile_1149.tif
tile_115.tif,Delhi,0.23887548,-0.13907409,-0.24830163,E:\Delhi_tiles_8band_overlap_50\tile_115.tif
tile_1150.tif,Delhi,0.16804223,-0.10232264,-0.18307991,E:\Delhi_tiles_8band_overlap_50\tile_1150.tif
tile_1151.tif,Delhi,0.16632259,-0.10239951,-0.18235572,E:\Delhi_tiles_8band_overlap_50\tile_1151.tif
tile_1152.tif,Delhi,0.18506815,-0.11764538,-0.19822617,E:\Delhi_tiles_8band_overlap_50\tile_1152.tif
tile_1153.tif,Delhi,0.18421552,-0.11749528,-0.19805913,E:\Delhi_tiles_8band_overlap_50\tile_1153.tif
tile_1154.tif,Delhi,0.19137773,-0.1269548,-0.20353612,E:\Delhi_tiles_8band_overlap_50\tile_1154.tif
tile_1155.tif,Delhi,0.2071138,-0.13551483,-0.21996096,E:\Delhi_tiles_8band_overlap_50\tile_1155.tif
tile_1156.tif,Delhi,0.18564564,-0.13146888,-0.19494306,E:\Delhi_tiles_8band_overlap_50\tile_1156.tif
tile_1157.tif,Delhi,0.20030122,-0.17382202,-0.19426638,E:\Delhi_tiles_8band_overlap_50\tile_1157.tif
tile_1158.tif,Delhi,0.20217717,-0.16061097,-0.20037943,E:\Delhi_tiles_8band_overlap_50\tile_1158.tif
tile_1159.tif,Delhi,0.17081092,-0.10233408,-0.18554236,E:\Delhi_tiles_8band_overlap_50\tile_1159.tif
tile_116.tif,Delhi,0.25666404,-0.15369251,-0.26242805,E:\Delhi_tiles_8band_overlap_50\tile_116.tif
tile_1160.tif,Delhi,0.17359945,-0.10027166,-0.1908988,E:\Delhi_tiles_8band_overlap_50\tile_1160.tif
tile_1161.tif,Delhi,0.24121094,-0.16731566,-0.26603845,E:\Delhi_tiles_8band_overlap_50\tile_1161.tif
tile_1162.tif,Delhi,0.24602282,-0.14825615,-0.270074,E:\Delhi_tiles_8band_overlap_50\tile_1162.tif
tile_1163.tif,Delhi,0.24799408,-0.14721806,-0.27109686,E:\Delhi_tiles_8band_overlap_50\tile_1163.tif
tile_1164.tif,Delhi,0.25340304,-0.16542238,-0.2738608,E:\Delhi_tiles_8band_overlap_50\tile_1164.tif
tile_1165.tif,Delhi,0.25095254,-0.1698102,-0.26727444,E:\Delhi_tiles_8band_overlap_50\tile_1165.tif
tile_1166.tif,Delhi,0.24253939,-0.16813727,-0.25694948,E:\Delhi_tiles_8band_overlap_50\tile_1166.tif
tile_1167.tif,Delhi,0.26325864,-0.20111597,-0.27359024,E:\Delhi_tiles_8band_overlap_50\tile_1167.tif
tile_1168.tif,Delhi,0.2817331,-0.21428502,-0.29062808,E:\Delhi_tiles_8band_overlap_50\tile_1168.tif
tile_1169.tif,Delhi,0.2754569,-0.18643601,-0.28793383,E:\Delhi_tiles_8band_overlap_50\tile_1169.tif
tile_117.tif,Delhi,0.25080425,-0.15286952,-0.25601357,E:\Delhi_tiles_8band_overlap_50\tile_117.tif
tile_1170.tif,Delhi,0.26093423,-0.16044016,-0.2781908,E:\Delhi_tiles_8band_overlap_50\tile_1170.tif
tile_1171.tif,Delhi,0.26787692,-0.16254371,-0.28415617,E:\Delhi_tiles_8band_overlap_50\tile_1171.tif
tile_1172.tif,Delhi,0.2873203,-0.1849662,-0.2972802,E:\Delhi_tiles_8band_overlap_50\tile_1172.tif
tile_1173.tif,Delhi,0.27707332,-0.17153805,-0.2883402,E:\Delhi_tiles_8band_overlap_50\tile_1173.tif
tile_1174.tif,Delhi,0.24632108,-0.13627018,-0.2630334,E:\Delhi_tiles_8band_overlap_50\tile_1174.tif
tile_1175.tif,Delhi,0.23159987,-0.12496151,-0.24782693,E:\Delhi_tiles_8band_overlap_50\tile_1175.tif
tile_1176.tif,Delhi,0.25323147,-0.15159813,-0.262425,E:\Delhi_tiles_8band_overlap_50\tile_1176.tif
tile_1177.tif,Delhi,0.23461899,-0.1369282,-0.24845472,E:\Delhi_tiles_8band_overlap_50\tile_1177.tif
tile_1178.tif,Delhi,0.19496018,-0.0996159,-0.21688999,E:\Delhi_tiles_8band_overlap_50\tile_1178.tif
tile_1179.tif,Delhi,0.19852531,-0.10287576,-0.21923396,E:\Delhi_tiles_8band_overlap_50\tile_1179.tif
tile_118.tif,Delhi,0.26606262,-0.17575781,-0.2650215,E:\Delhi_tiles_8band_overlap_50\tile_118.tif
tile_1180.tif,Delhi,0.18385442,-0.08505746,-0.20887458,E:\Delhi_tiles_8band_overlap_50\tile_1180.tif
tile_1181.tif,Delhi,0.12877293,-0.03411398,-0.1621234,E:\Delhi_tiles_8band_overlap_50\tile_1181.tif
tile_1182.tif,Delhi,0.13252392,-0.0339743,-0.16501695,E:\Delhi_tiles_8band_overlap_50\tile_1182.tif
tile_1183.tif,Delhi,0.15365282,-0.043067053,-0.18547584,E:\Delhi_tiles_8band_overlap_50\tile_1183.tif
tile_1184.tif,Delhi,0.14404193,-0.03887295,-0.17828368,E:\Delhi_tiles_8band_overlap_50\tile_1184.tif
tile_1185.tif,Delhi,0.19068511,-0.09149906,-0.21449752,E:\Delhi_tiles_8band_overlap_50\tile_1185.tif
tile_1186.tif,Delhi,0.27775416,-0.16738664,-0.2835474,E:\Delhi_tiles_8band_overlap_50\tile_1186.tif
tile_1187.tif,Delhi,0.3046208,-0.19711253,-0.30173075,E:\Delhi_tiles_8band_overlap_50\tile_1187.tif
tile_1188.tif,Delhi,0.27244017,-0.18301427,-0.26911473,E:\Delhi_tiles_8band_overlap_50\tile_1188.tif
tile_1189.tif,Delhi,0.25102568,-0.16485173,-0.25000885,E:\Delhi_tiles_8band_overlap_50\tile_1189.tif
tile_119.tif,Delhi,0.29704374,-0.20283215,-0.29202306,E:\Delhi_tiles_8band_overlap_50\tile_119.tif
tile_1190.tif,Delhi,0.2546944,-0.17345017,-0.2512054,E:\Delhi_tiles_8band_overlap_50\tile_1190.tif
tile_1191.tif,Delhi,0.23705928,-0.1663177,-0.23574406,E:\Delhi_tiles_8band_overlap_50\tile_1191.tif
tile_1192.tif,Delhi,0.20541163,-0.13864115,-0.21220955,E:\Delhi_tiles_8band_overlap_50\tile_1192.tif
tile_1193.tif,Delhi,0.2275387,-0.15378986,-0.23189805,E:\Delhi_tiles_8band_overlap_50\tile_1193.tif
